epoch;acc;loss;val_acc;val_loss
0;0.8015111474205744;0.7407639770125536;0.9547309386649627;0.14358295381808067
1;0.9748142967701612;0.09342710699599703;0.9817648569910054;0.06415467560304133
2;0.9860362809946065;0.05457980278317967;0.9736036741058609;0.10093776832898838
3;0.9886186125953664;0.04273364580277707;0.9334353520170336;0.33566540487545016
4;0.9926036922188376;0.02944325096554445;0.9901810768413106;0.03845125555505181
5;0.9925080503078743;0.030735428289855985;0.9912012247019536;0.03953363243423022
6;0.9948672174449692;0.02178023293559154;0.9922213725625967;0.028617427728565802
7;0.9954091882737612;0.01956286905299901;0.9861004853987384;0.054411197996142635
8;0.9964293686573699;0.016486911423310886;0.982657486369068;0.09060264569232945
9;0.9961105622874922;0.01595821221859291;0.994006631318722;0.023729310798924864
0;0.7368890835813057;1.0195160649751864;0.9168579368164453;0.3263832169635522
1;0.9744317233780997;0.09847082991022262;0.9821474079543369;0.07341221260716321
2;0.9850479776137878;0.058126481873144335;0.984825296658577;0.06483046905324052
3;0.989989477287508;0.03717859918936213;0.9877582224039848;0.04553256682463199
4;0.993847035474665;0.025228309571662354;0.9914562592728957;0.03807744188544881
5;0.9978639967042434;0.00720767993645855;0.9917112963900704;0.041149915913533876
6;0.9966206515481817;0.015262202341901477;0.9910737037871511;0.046015860190198196
7;0.9968756967010909;0.011426291093473522;0.9665901501912665;0.17594796349992756
8;0.9971307418730024;0.013448002957052731;0.9910737036351372;0.03759051976538051
9;0.9978321160957591;0.011009489127277804;0.9909461851905603;0.04591044489843483
0;0.6842860406084794;1.2114155763020915;0.79877583440835;0.9786629806673147
1;0.9657283152381482;0.12735883102678452;0.9783218579613351;0.08450429389372748
2;0.9831351430334702;0.060275537841201876;0.8918643267946382;0.6579586246769739
3;0.9890968221501829;0.039976870626641285;0.9857179299509973;0.057801089755684404
4;0.9929224985887153;0.030698536018584677;0.9848253005729346;0.060777289122695144
5;0.9951541431778591;0.017211098705385543;0.985972966916158;0.06521633579713051
6;0.9956323527326756;0.015837173555994767;0.988650855050346;0.04465388447713672
7;0.9992667453492813;0.0039923474054002275;0.9862280038813187;0.05861590339840084
8;0.9978321166829315;0.008413165830942825;0.886891105905597;0.9795739240992465
9;0.9980234005067583;0.007274065658385024;0.9920938540800163;0.04716699242055481
0;0.5912902087360838;1.5714550586576759;0.9549859651221636;0.18351186745370401
1;0.9636241855200094;0.14097903371731346;0.9188982347419328;0.3413819649990233
2;0.982210599791237;0.06423298139866145;0.9834225926281268;0.07801072075982171
3;0.9904039256348571;0.034693376576869564;0.98610048125636;0.061135489176654324
4;0.9933050643513367;0.024127806115022497;0.9883958146268693;0.05566156550266409
5;0.9960149192648918;0.015183115956647779;0.9887783701886209;0.057660997974981816
6;0.9976408321598185;0.009425144691223318;0.9894159627915402;0.053996300495332175
7;0.996811935351106;0.01223405117873336;0.9892884442709563;0.05258576420534811
8;0.9973539063794227;0.011595471831949342;0.992221370244385;0.047423779514892773
9;0.9990754612898254;0.0040827566862010195;0.9928589628473042;0.04181009312290116
0;0.8261548818239929;0.622170601176127;0.9325427226009675;0.2309531800375159
1;0.9621258032423783;0.13188327907952296;0.9646773802967316;0.1239284214939579
2;0.975611312699606;0.08544694686921403;0.9696506011458691;0.1288885077744997
3;0.9815411111793311;0.061725629960131145;0.9762815622400489;0.08629712730971469
4;0.9844103685082303;0.05516619896512639;0.9764090807226293;0.08818432117367342
5;0.98756655157477;0.04065158758913656;0.9688854902503868;0.11955165693728477
6;0.9901170025337915;0.03400056361092899;0.9714358599019944;0.11145836746787362
7;0.9880766417665743;0.044390212386910675;0.980617190647782;0.08093503227487858
8;0.9897663155269261;0.03513062345445735;0.9733486371407002;0.12113462421423624
9;0.9916472731092045;0.03081324552797823;0.9831675602993896;0.07126976648725507
0;0.797398535655345;0.7180623983772838;0.9489925975429863;0.16730583983260092
1;0.9556540249143997;0.14772213866223532;0.9676102976718748;0.11061210569593748
2;0.9726464074027471;0.0913132637193344;0.9713083342367579;0.1000275854914114
3;0.9812223003201502;0.06047651272752643;0.9747513345205429;0.09388091189626407
4;0.9850479775377785;0.04527321122148363;0.9771741857275735;0.08308656195291532
5;0.988586728975011;0.03599856278949038;0.9774292232247829;0.08331931589004243
6;0.9912965836605381;0.028436008969096205;0.9820198890537183;0.09041744358837193
7;0.9921254804882529;0.025044529404686725;0.9780668152196467;0.08640071171237804
8;0.992826854730012;0.024899415629228636;0.9806171859353515;0.08785058128041653
9;0.9934644675837814;0.020105987691662754;0.9811272600936938;0.09295905129930457
0;0.7710651402575853;0.823117026742556;0.9321601672672368;0.21720504270806926
