epoch;acc;loss;val_acc;val_loss
0;0.5527146430901377;1.6752235673057119;0.9588115300885331;0.14356398205107573
1;0.9362068452782104;0.2159693824878281;0.9868655962942207;0.05095192736493528
2;0.9663659279636517;0.11566843454235667;0.9924764095277575;0.031251573512130766
3;0.9770459413616803;0.08244212919123162;0.9909461877367929;0.029086509775239362
4;0.9820830820081231;0.06250748730516001;0.9937515943535613;0.023265777400497678
5;0.9855899520767778;0.04726763078464112;0.9955368531096866;0.018354307682333933
6;0.988267925588501;0.04045437397233911;0.9934965573884005;0.02407173025608977
7;0.9895112704310239;0.034108851902426865;0.9941341498013024;0.022925997927690896
8;0.9906270927208453;0.03011361510819871;0.9950267791793651;0.02035658726185431
9;0.9912328248283635;0.02938742220489168;0.9961744455225885;0.018349525704357838
0;0.2540886948466449;2.805735483783179;0.8890589069298596;0.4009584792965454
1;0.8726687224741991;0.4230898651320538;0.9739862234730466;0.09730718725899856
2;0.9426148431227463;0.19216773175860222;0.9864830372741532;0.05089588530774894
3;0.9644849632887494;0.12333210554607914;0.9895434816161518;0.03821622886939825
4;0.972773929608656;0.09048751883650956;0.992986481443895;0.028454124252049746
5;0.9787356098750105;0.07071025935992858;0.9932415184090557;0.02617657650877288
6;0.9824018838981988;0.05703473190890266;0.9940066295325589;0.026959881283270152
7;0.9846972903123861;0.05094081169920451;0.9943891851703174;0.023232609829554735
8;0.9875027870038883;0.04320017804350679;0.9943891850943104;0.02018150539238546
9;0.987566548182852;0.03966512926274478;0.9955368517795651;0.01920693614334372
0;0.35671247784421833;2.435981745308243;0.9025758793313903;0.3220592433645147
1;0.8837950781510779;0.3828750964662305;0.9743687850013433;0.09836239008422538
2;0.943794436990563;0.1863976052559661;0.9869931147768011;0.0496702087254646
3;0.9633691481010532;0.12599203563704245;0.9903085953238909;0.03919139819035838
4;0.9709248590671545;0.09525976163186388;0.9909461877367929;0.03513202495318652
5;0.9778110766565127;0.07369373256107943;0.9933690389058202;0.026656960148772533
6;0.9806803339854119;0.06673678302464009;0.9932415204232398;0.025185129868374206
7;0.9848885780677974;0.053320444514920844;0.9937515943535613;0.022607345558859824
8;0.9867057743761003;0.04533365642751587;0.9945167052490436;0.022115213468861406
9;0.9889692996022319;0.03695200727287006;0.9954093346271062;0.01938845431965206
0;0.20269710392450607;3.05099136803457;0.8136954873351837;0.7805121853088761
1;0.8105333628187631;0.6250880798324646;0.9655700012665261;0.13253803682268947
2;0.919660783512932;0.26975098749433335;0.9790869630802896;0.07647948530848481
3;0.9485765221729511;0.16936757255234955;0.9881407777377155;0.05035840678350457
4;0.963560422972877;0.12264257981456167;0.9864830369701254;0.050584880854885154
5;0.9708292096787698;0.09791707374794267;0.9903085928916688;0.03777713516443454
6;0.9755794254735562;0.08119596266900111;0.9915837776414657;0.03308128058663147
7;0.9784486832775141;0.06912710530755013;0.9914562591208819;0.027650926089215315
8;0.9831670188818679;0.05639421181124397;0.993879111163989;0.025488697626423213
9;0.9843784833819393;0.049419856537861025;0.9940066295325589;0.024199428025538924
0;0.6521184768236892;1.2667713267624146;0.9469523112275594;0.1817092516044706
1;0.9158988794742462;0.2763646489606734;0.970288193558771;0.10647767649759873
2;0.9467912168199074;0.17789084589455234;0.9764090807226293;0.07960096605061018
3;0.9590652621058041;0.13562678979224316;0.9747513404490844;0.08490050876713731
4;0.9665572117713266;0.10747449859708542;0.9840601896774522;0.056727489281237414
5;0.9728058166446824;0.08898534482553792;0.9834225972455486;0.05778048161598418
6;0.9752925063297283;0.07853409776514468;0.9812547830606838;0.06321747088109489
7;0.977619792834586;0.07289725806035881;0.9844427451061917;0.05074494716161003
8;0.9809034984443262;0.06280620825939671;0.9863555223448974;0.046309988211664675
9;0.9833901881293723;0.053863223727473354;0.9869931147768011;0.043743018976410517
0;0.5450632849708021;1.6672583850038938;0.9245090455432474;0.2584147988545399
