epoch;acc;loss;val_acc;val_loss
0;0.07839449227642929;3.4320439747295235;0.21206325308168703;2.5408949795288565
1;0.3440558625491519;2.100134663835249;0.5011476780463925;1.4043619690745865
2;0.5304300817530198;1.3815467268735446;0.7116807062968372;0.8307011553401704
3;0.6703860872784788;0.9691570651132467;0.8241520112580378;0.5075985778121361
4;0.7659323604500555;0.7125104211952392;0.8624075566022045;0.5188587900897973
5;0.5009723661673074;1.8437349819808206;0.09270594381907557;3.3271791591719686
6;0.721809553778707;0.9350670292049232;0.8194338273360576;0.7523576554357972
7;0.6107374058435009;4.648615707451389;0.05674572900465878;15.203462259467235
8;0.05397392245591547;15.248139738044637;0.05674572900465878;15.203462259467235
9;0.054420251399872464;15.24094452603948;0.05674572900465878;15.203462259467235
0;0.05996748280581454;3.560844849851516;0.10405508998484066;3.352225087911795
1;0.17534351750728971;2.909700477682309;0.37860240409893214;2.0642016428339636
2;0.4023017888911223;1.9099387327899673;0.6328742711884852;1.1441107698134532
3;0.5554244963267363;1.321473440292382;0.7514664614513741;0.7226544121385772
4;0.6671342525437485;0.9525972875124028;0.8165008882134279;0.5003642471275845
5;0.7469314884129681;0.7215032581566898;0.8516959902416896;0.3653810745604552
6;0.797589820990333;0.5682055656853855;0.9185156775080285;0.2724547492424304
7;0.8396722617049248;0.4765255565085875;0.9410864504068915;0.19757249740718424
8;0.8721267510373322;0.39004762970854184;0.9602142248461363;0.13985756307756597
9;0.8999585477547319;0.31324180046795913;0.9688854831057342;0.0987771005774639
0;0.05830969123589197;3.5685662338137534;0.08837031744642848;3.4050125678076304
1;0.18009373514862875;2.952229083239962;0.37018618762618544;2.157656234872186
2;0.34294004189210675;2.11137126636759;0.42935476853143834;1.666285697430623
3;0.42949597899749686;1.7383564179178579;0.5350676009284693;1.3225849778508993
4;0.5185386064237988;1.4179847165597774;0.6624585738734791;0.9723811355727998
5;0.6135429128314218;1.1316757788517944;0.7341239632042474;0.6915433325141372
6;0.6951254668470116;0.9028960840785648;0.8528436710794371;0.5170483596012988
7;0.7624573734031825;0.7210007848685838;0.6721499788403146;1.1471790044861343
8;0.8062932495340488;0.5875972603993399;0.9206835037893982;0.25619766531282695
9;0.8399910829013796;0.49317749728072113;0.9363682772151914;0.19382250420564812
0;0.0532725486227068;3.6231234992136097;0.056363173765936726;3.505617048083079
1;0.05521726764998179;3.5188251245457733;0.06197398748401779;3.4474463507217643
2;0.12187968478854752;3.258985778821546;0.22200969442652976;2.754123876849415
3;0.2526859463179963;2.5897548366642646;0.3958173953880312;1.9732602856591537
4;0.350336342416275;2.0825335878217195;0.4287171660219641;1.7078915209801822
5;0.4090923589833037;1.8135673152852014;0.46595256496862136;1.4797492899994436
6;0.4921095429678538;1.517530258303032;0.6639887779928294;1.0896588184093372
7;0.5874007724938821;1.2253642697092124;0.7592450922710864;0.7427313904819768
8;0.6609812857685362;0.992533957670906;0.8008161207085756;0.6075435635296248
9;0.7174737784918537;0.8204317432381841;0.8318031119376048;0.44123675595176587
0;0.11754391760476772;3.2102848893733316;0.2801581288563661;2.4406578934898002
1;0.3450441622696445;2.1170265734731695;0.4584289829046469;1.5357209219291734
2;0.4807600457631364;1.5658059139639442;0.6304514281997052;1.1114452918340099
3;0.6166034495048209;1.2139619641810429;0.7663861371954921;0.7407323258016264
4;0.7059967604137666;0.9285905462690185;0.7999234989692107;0.5678621660466899
5;0.7576433945505757;0.7628305359886712;0.8437898579649523;0.4950015215542137
6;0.6836165496830383;1.1147868962787717;0.8485080418774316;0.47099128220202024
7;0.7858258781185467;0.7133216605743932;0.7980107217115031;0.7154515781935876
8;0.7922338866343226;0.7137912130727152;0.8309104910058137;0.5414094564515871
9;0.8086842956287995;0.6748465295537778;0.8946697330940776;0.35361814739016456
0;0.07351675460257415;3.4472622858629354;0.17661311270873847;3.043735574806445
1;0.21806357466566836;2.7130598834244495;0.35526651980864155;2.1547830332202653
2;0.340995320002129;2.1111582545025276;0.4603417556874456;1.580623931330997
3;0.44205694565477105;1.6961773339287598;0.5599336962927455;1.1973363324175148
4;0.5313227336737234;1.3714865239440235;0.673807704514826;0.9277543345486964
5;0.6155832607245526;1.1050020679572599;0.7731446044401258;0.6855158401385721
6;0.6877929053208489;0.8946458936541885;0.8037490400694001;0.5342481175593858
7;0.7490993714288495;0.7251804523219222;0.8555215444910803;0.383122834824786
8;0.7989606881717813;0.5983221521764308;0.8870186106765249;0.3305074987076091
9;0.8336149410145403;0.5089389889536116;0.9086967540073079;0.2846114912586469
0;0.061083306830312135;3.534689822575335;0.11961234845477565;3.209276163587154
1;0.1453438380082124;2.963200795033666;0.23476154801550492;2.884209791758449
2;0.29626678593061734;2.3671825616752753;0.40499873619238747;1.8603453612683287
3;0.4141295105655941;1.88965464955738;0.5395307475280561;1.404687809825582
4;0.5201964001084445;1.494128422246367;0.6578679074288873;1.0212287275774752
5;0.6156470349723769;1.2031317581385959;0.7280030758009672;0.8480872134517738
6;0.6846367368647346;0.9867594509952954;0.8198163839771078;0.5643689674806269
7;0.7336691576635606;0.8066990773294814;0.8366488237917287;0.4834814178034116
8;0.7778238405861564;0.6805791043787391;0.8114001640469953;0.5343700293615438
9;0.8050817852411027;0.5901764678193191;0.8193063100809894;0.6570238908118616
0;0.056492493272960236;3.5866322749299595;0.1162968652702448;3.289340267069514
1;0.17537539735615537;2.9741010270150787;0.3583269585546289;2.24951443418735
2;0.3199540940975745;2.289355566858329;0.4391736807194756;1.7281768847190333
3;0.4273918459325707;1.8449157732310701;0.6148941594251289;1.2581241335870352
4;0.5317371772823637;1.4589568959684995;0.6754654433252373;0.9696910762111974
5;0.6135747761639273;1.1702606354399157;0.7846212725467872;0.6969280038121738
6;0.6856250200223113;0.9521609358968135;0.7783728673183866;0.610730439033079
7;0.7372397739373339;0.7944120422937243;0.861132361182933;0.4169080118304419
8;0.7771224546190025;0.6763456679841902;0.8434072942704578;0.4784811674994598
9;0.8117129489241232;0.5818112811142723;0.909971939821202;0.2896803515537855
