epoch;acc;loss;val_acc;val_loss
0;0.8989064969645212;0.37080736638602596;0.9855904114684169;0.05286251382032559
1;0.9930181404996785;0.026442310897354455;0.9938791128361417;0.02786163879213887
2;0.9985334906985626;0.005908454226810752;0.994644223731624;0.022275550563336716
3;0.998756655157477;0.004286812057573251;0.994006631318722;0.028239597207860543
4;0.999585551719159;0.001770154370872216;0.9960469270400082;0.020163239113705687
5;0.9999681193630122;0.00026303487909269137;0.9968120379354904;0.019417312447485555
6;1.0;0.00013836649639520715;0.9968120379354904;0.01961039866096556
7;1.0;0.00011127934763885834;0.99668451945291;0.01960780353505946
8;1.0;7.73496281458745e-05;0.9970670749006512;0.0194690090367166
9;1.0;6.840856091862685e-05;0.9968120379354904;0.01958326554890146
0;0.9139860322217419;0.32595604590175087;0.988268296638334;0.04689793438867901
1;0.993145661232906;0.024578741334582294;0.9926039261101642;0.028196093798446235
2;0.9989160580383784;0.004849845625945895;0.9945167037669082;0.024110864573994285
3;0.999968119353511;0.0009375090989353467;0.9959194074173237;0.019586268018698633
4;1.0;0.0003907279146190108;0.9961744444584913;0.01974021003679323
5;1.0;0.00023920979517007873;0.9964294814236521;0.019850221198307868
6;1.0;0.00019876206563646854;0.996429481499659;0.019212838732025884
7;1.0;0.00015547776058257617;0.9959194074173237;0.019596629729886204
8;1.0;0.0001344912612638342;0.9960469259379074;0.019618843650633433
9;1.0;0.00012938450205515626;0.9959194074173237;0.0196174757428113
0;0.8968980172131509;0.39278857696062625;0.9903085953238909;0.04506919358082908
1;0.9928906179517275;0.02665198216408037;0.9923488910451771;0.030519967200120412
2;0.9990754615273547;0.005216913977516198;0.9948992606967847;0.02327555545580126
3;0.9998724774520489;0.0016919297983008063;0.9945167052490436;0.024497698409149424
4;1.0;0.000770401606203959;0.9954093346271062;0.021925769991062317
5;0.9999681193630122;0.000498109628612257;0.9956643715922671;0.020706718313349384
6;1.0;0.00028140689621252346;0.9955368531096866;0.020598975002948085
7;1.0;0.00023256579767681808;0.9957918900748474;0.02058830753515988
8;1.0;0.00021513622189192462;0.9957918900748474;0.020852100330917212
9;1.0;0.0001819032348476486;0.9957918900748474;0.020859120076910608
0;0.8922115555343955;0.42047995507286196;0.9827850001772215;0.06720497613988174
1;0.9926993319540327;0.0294715268269291;0.9915837776414657;0.035392072330905806
2;0.9983103257360861;0.008822337685383689;0.9922213703963988;0.029463065055880647
3;0.9998087161210664;0.002643990467207983;0.9945167036148943;0.025639266132935674
4;0.999968119353511;0.0010533528596144816;0.9945167036148943;0.02468793365768942
5;1.0;0.0006332355779279249;0.994771740656062;0.024705491488145367
6;1.0;0.000510500712692797;0.9946442221354782;0.024345863643352405
7;1.0;0.000416994399492157;0.9946442221354782;0.024410686312053897
8;1.0;0.0003583788478791285;0.994771740656062;0.024063501939050835
9;1.0;0.0003222619723546118;0.9948992591766459;0.024061754103785967
0;0.902126442696958;0.34689811341040677;0.9729660816549556;0.08810152173152314
1;0.9818280369169716;0.05976677983734198;0.9776842655484331;0.07388859388229843
2;0.9913603473763145;0.027768646231369574;0.9836776342297111;0.05530894903892786
3;0.9952179044518347;0.014240055293368527;0.9835501157471307;0.05581647850328897
4;0.9966206524792964;0.00942496347038023;0.9866105593290599;0.04632150292541251
5;0.998342206876636;0.005008029345092518;0.985335374503256;0.05943616048475571
6;0.998756655157477;0.004306244188071829;0.988013262637444;0.04395027006109473
